"Methedology:
1. Open IDB website
2. Click on 'Projects'
3. Scroll down and click on 'Download Project Information (.xlsx)'
4. Apply following filters: 
            - Sector: AGRICULTURE AND RURAL DEVELOPMENT 
            - Approval date: 01/01/2015-12/31/2025
5. Click three buttons > Export data ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Keywords Found in Unnamed: 1,Keywords Found in Unnamed: 2,Keywords Found in Unnamed: 4,Keywords Found in Unnamed: 8,Keywords Found in Unnamed: 16,Keywords Found in Unnamed: 20,Keywords Found in Unnamed: 22,Keywords Found (Any Column)
RG-T4589,AgroHub: Agrifood Innovation and Entrepreneurship,"The objective of the project is to promote innovation and entrepreneurship in the agri-food systems of Honduras, El Salvador and Guatemala with an emphasis on small farmers. The specific objective is to launch and implement the ""AgroHub"" within Zamorano, as a space dedicated to knowledge generation and entrepreneurship AgriFood Tech solutions, serving as a platform to connect and create synergies between the actors in the synergies among actors in the agri-food sector. In addition, it will be an engine for the development of ventures that seek to have a positive impact on society, promoting collaborative work and facilitating the transfer of knowledge and technologies to the community.",Non-Sovereign Guaranteed,Technical Cooperation,11/14/24,12/17/24,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,El Salvador; Guatemala; Honduras; Regional,ACTIVE,,1800000,ATN/ME-21258-RG,,USD,MSE-Multilateral Investment Fund II (MIF) -,900000,81250,"Wednesday, April 30, 2025",Not Defined,No,ESCUELA AGRICOLA PANAMERICANA INC,,,,[],[],[],[],[],[],[],[]
EC-G1016,"Kara Solar, Deploying Solar Canoes in the Amazon Region","The objective of this project is to accelerate the deployment of solar powered river transportation in the Ecuadorian Amazon by developing new circular business models to drive commercialization, local assembly and manufacturing capacity to bring to market equipment built for Amazon conditions, and local indigenous technical services teams capable to install, maintain and guarantee the infrastructure.",Non-Sovereign Guaranteed,Investment Grants,11/15/24,1/16/25,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Ecuador,ACTIVE,,1200000,GRC/TC-21262-EC,,USD,CTF-Clean Technology Fund,600000,243037.5,"Wednesday, February 05, 2025",FUNDACION KARA SOLAR,Yes,FUNDACION KARA SOLAR,,,,[],['commercialization'],[],[],[],[],[],['commercialization']
AR-T1392,Evaluating the long-term impacts of rural infrastructure investments in Argentina,"The objective of this TC is to assess the long-term term impact of rural infrastructure projects from the historical PROSAP portfolio in Argentina, using econometric impact evaluation methods (difference-in-differences and propensity scores) along with panel data from farmer household surveys.",Sovereign Guaranteed,Technical Cooperation,12/2/24,12/2/24,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL POLICY,Argentina,ACTIVE,,300000,ATN/OC-21386-AR,,USD,ORC-Ordinary Capital,300000,1003.23,"Tuesday, June 10, 2025",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],['policy'],[],[],[],['policy']
DR-T1284,Support for the implementation of DR-L1161 (Yuna),Support the execution of the Yuna Watershed Management Plan Project with technical assistance to undertake final design studies of key infrastructures to ensure delivery of key outputs of top quality and in a timely manner.,Sovereign Guaranteed,Technical Cooperation,12/2/24,12/2/24,AGRICULTURE AND RURAL DEVELOPMENT,IRRIGATION AND DRAINAGE,Dominican Republic,ACTIVE,,950000,ATN/JF-21320-DR,,USD,JSF-Japan Special Fund,950000,43780,"Friday, April 25, 2025",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
RG-G1067,Lucha: Catalyzing the Social and Environmental Impact of Impact Founders,The objective of the project is to increase the impact of Latin American startups intervened by Lucha to (i) close the gaps in access to products and/or services for economically and socially vulnerable populations; and (ii) mitigate the effects of climate change and protect biodiversity.,Non-Sovereign Guaranteed,Investment Grants,12/3/24,1/22/25,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Argentina; Belize; Bolivia; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; El Salvador; Guatemala; Honduras; Mexico; Nicaragua; Panama; Paraguay; Peru; Regional; Uruguay; Venezuela,ACTIVE,,1840105,GRT/OC-21349-RG,,USD,ORC-Ordinary Capital,577779,106123.4,"Wednesday, April 30, 2025",Not Defined,Yes,LUCHA STARTUP STUDIO SAC,,,,[],[],[],[],[],[],[],[]
RG-T4636,Lucha: Catalyzing the Social and Environmental Impact of Impact Founders,The objective of the project is to increase the impact of Latin American startups intervened by Lucha to (i) close the gaps in access to products and/or services for economically and socially vulnerable populations; and (ii) mitigate the effects of climate change and protect biodiversity.,Non-Sovereign Guaranteed,Technical Cooperation,12/3/24,1/22/25,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Argentina; Belize; Bolivia; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; El Salvador; Guatemala; Guyana; Honduras; Mexico; Nicaragua; Panama; Paraguay; Peru; Regional,ACTIVE,,779895,ATN/OC-21348-RG,,USD,ORC-Ordinary Capital,357221,79058.87,"Wednesday, April 30, 2025",Not Defined,Yes,LUCHA STARTUP STUDIO SAC,,,,[],[],[],[],[],[],[],[]
CH-T1338,Knowledge Exchange between SENASICA Mexico and SAG Chile for the design and implementation of a Health Intelligence Unit in Chile,"Strengthen the design and implementation of an Intelligence Unit at the SAG in Chile, based on collaboration and exchange of experiences with SENASICA Mexico.",Sovereign Guaranteed,Technical Cooperation,12/5/24,12/5/24,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL HEALTH AND FOOD SAFETY,Chile,ACTIVE,,13244,ATN/OC-21352-CH,,USD,ORC-Ordinary Capital,13244,12221.8,"Thursday, April 10, 2025",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
HA-T1327,Support to a new strategy for agricultural water management in Haiti to face with climate change impact,The objective of this technical cooperation is to elaborate technical key inputs for the preparation of a new strategy for agricultural water management in Haiti to face with climate change impact.,Sovereign Guaranteed,Technical Cooperation,12/9/24,12/9/24,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Haiti,ACTIVE,,250000,ATN/OC-21421-HA,,USD,ORC-Ordinary Capital,250000,0,"Monday, December 09, 2024",MINISTERE DE L ECONOMIE ET DES FINANCES,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
CO-T1780,Evaluating the Role of Unpaid Care in the Rural Economy in Colombia,"The objective of this TC is to measure the causal effect of a pilot initiative that includes the complementary investments in Rural Care Work in sustainable agricultural projects in Colombia, aimed at recognizing, reducing, redistributing, representing, and rewarding Rural Care Work activities. The evaluation will analyze the impact of these interventions on: (i) household income; (ii) food security; (iii) women's empowerment; (iv) women's workload; and (v) the performance of agricultural production activities. The specific objectives are: (i) to collect field data to measure the effects of the Rural Care Work pilot; (ii) to implement focus groups and other qualitative activities to thoroughly understand the analyzed effects; and (iii) to develop the impact evaluation of the complementary rural care work investments within the framework of the pilot.",Sovereign Guaranteed,Technical Cooperation,12/10/24,12/10/24,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Colombia,ACTIVE,,302500,ATN/OC-21431-CO,,USD,ORC-Ordinary Capital,262500,7774.51,"Monday, May 26, 2025",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],['household income'],[],[],[],[],[],['household income']
RG-T4605,"Strengthening Response Capacities Against Food Insecurity of the country members of the SICA Region: Guatemala, Honduras, and the Dominican Republic","The general objective of this TC is to strengthen the technical and operational capacities of the SAN institutions of the participating countries (Honduras, Guatemala and the Dominican Republic) through a mechanism for the integration and systematization of information and indicators of Food and Nutritional Insecurity. This will allow the governing bodies of National Food Security in the beneficiary countries to program and prioritize interventions. The specific objectives are: (i) implement a regional system of indicators and updated data collection that allows SICA countries to have access to updated, relevant food security indicators, with adequate representation and with a gender and diversity focus; (ii) strengthen the analysis capabilities of the SAN technical teams in the SICA countries, to generate relevant information that allows monitoring and evaluating the interventions stipulated in the SAN Plan CELAC, POLSAN and the associated national chapters.",Sovereign Guaranteed,Technical Cooperation,12/10/24,4/9/25,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL HEALTH AND FOOD SAFETY,Dominican Republic; Guatemala; Headquarters; Honduras; Regional,ACTIVE,,710000,ATN/OC-21430-RG,,USD,ORC-Ordinary Capital,550000,0,"Tuesday, December 10, 2024",Not Defined,No,SECRETARIA GENERAL DEL SISTEMA DE LA INTEGRACION CENTROAMERI,,,,[],[],[],[],[],[],[],[]
CH-L1185,Tokosova: Technified Irrigation for Family Farming in the Central South Zone of Chile,"The objective of the Project is to finance the design, construction, installation and implementation of technified irrigation systems for smallholder farmers to increase their productivity and resilience against the effects of climate change.",Non-Sovereign Guaranteed,Loan Operation,12/12/24,3/26/25,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Chile,ACTIVE,,1000000,SP/OC-24-76-CH,,USD,ORC-Ordinary Capital,1000000,400000,"Monday, June 16, 2025",TOKOSOVA HYDROVALV SPA,No,TOKOSOVA HYDROVALV SPA,10,2028-09-15,42.3,['farming'],"['productivity', 'smallholder']",[],[],[],[],[],"['farming', 'productivity', 'smallholder']"
RG-T4587,Eatable Adventures: accelerating the ecosystem agrifoodtech in the South Cone,"The objective of the project is to accelerate the development of the agrifoodtech ecosystem in 4 countries in the region, strengthening companies in early stages, with a focus on those oriented to solve the problems of food insecurity and malnutrition of the vulnerable population.",Non-Sovereign Guaranteed,Technical Cooperation,3/21/25,5/23/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Argentina; Chile; Paraguay; Regional; Uruguay,ACTIVE,,2600000,ATN/ME-21520-RG,,USD,MSE-Multilateral Investment Fund II (MIF) -,1300000,288086.74,"Friday, July 04, 2025",Not Defined,No,EATABLE ADVENTURES URUGUAY SAS,,,,[],[],[],[],[],[],[],[]
RG-T4703,Fontagro Annual Operating Plan 2025-2028,"Enhance FONTAGRO's action on the agri-food system of Latin America and the Caribbean through a clear definition of its thematic strategies, an effective communication plan, the growth of technical capacities of researchers, and the establishment of strategic alliances.",Sovereign Guaranteed,Technical Cooperation,3/25/25,4/4/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Argentina; Bolivia; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; Headquarters; Honduras; Nicaragua; Panama; Paraguay; Peru; Regional; Uruguay; Venezuela,ACTIVE,,931600,ATN/RF-21524-RG,,USD,RFA-Regional Agricultural Fund,400000,396500,"Wednesday, April 16, 2025",Not Defined,Yes,IICA INTER-AMERICAN INSTITUTE FOR C OOPERATION ON AGRICULTURE,,,,[],[],[],[],[],[],[],[]
RG-T4646,Integration of productive systems as a strategy for climate change mitigation and adaptation,To contribute to the resilience and mitigation capacity of livestock systems in LAC.,Sovereign Guaranteed,Technical Cooperation,3/28/25,4/11/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Argentina; Brazil; Chile; Dominican Republic; Headquarters; Regional; Uruguay,ACTIVE,,1108764,ATN/RF-21532-RG,,USD,RFA-Regional Agricultural Fund,300000,0,"Friday, March 28, 2025",Not Defined,Yes,FUNDACION ARGENINTA,,,,[],['livestock'],[],[],[],[],[],['livestock']
RG-T4648,New Horizons in AgTech: Scaling Innovation in Pastoral Systems of Latin America and the Caribbean,Improve the efficiency in the management of grass and the sustainability of dairy and livestock pastoral systems in Latin America and the Caribbean by enhancing the capabilities of the AgTech tool '3RWeb'.,Sovereign Guaranteed,Technical Cooperation,3/28/25,5/20/25,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Argentina; Costa Rica; Headquarters; Panama; Regional,ACTIVE,,902790,ATN/RF-21533-RG,,USD,RFA-Regional Agricultural Fund,300000,0,"Friday, March 28, 2025",Not Defined,Yes,INSTITUTO NACIONAL DE INVESTIGACION AGROPECUARIA,,,,['pastoral'],"['dairy', 'livestock', 'pastoral']",[],[],[],[],[],"['dairy', 'livestock', 'pastoral']"
RG-T4649,Reduction of greenhouse gas emissions in potato-grass systems in Ecuador and Peru,Reduce greenhouse gas (GHG) emissions through the use of conservation agriculture (CA) practices in the potato-grass production systems of Ecuador and Peru.,Sovereign Guaranteed,Technical Cooperation,3/28/25,4/21/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Ecuador; Headquarters; Peru; Regional,ACTIVE,,900000,ATN/RF-21534-RG,,USD,RFA-Regional Agricultural Fund,300000,155521.33,"Monday, June 02, 2025",Not Defined,Yes,IICA INTER-AMERICAN INSTITUTE FOR C OOPERATION ON AGRICULTURE,,,,['greenhouse gas'],['greenhouse gas'],[],[],[],[],[],['greenhouse gas']
RG-T4650,Climate-resilient wheat,Increase the resilience of wheat in Latin America to the effects of drought and thermal stress resulting from climate change.,Sovereign Guaranteed,Technical Cooperation,3/28/25,5/13/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Argentina; Headquarters; Regional; Uruguay,ACTIVE,,602051,ATN/RF-21535-RG,,USD,RFA-Regional Agricultural Fund,200000,0,"Friday, March 28, 2025",Not Defined,No,UNIVERSITAT DE LLEIDA,,,,[],[],[],[],[],[],[],[]
RG-T4651,Strengthening the Management of the Punta Morada Potato Complex in the Andean Region,Strengthen the knowledge of the diagnosis and management of CPMP in the topics of seed tuber quality and pest management in producers.,Sovereign Guaranteed,Technical Cooperation,3/28/25,4/14/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Chile; Colombia; Ecuador; Headquarters; Peru; Regional,ACTIVE,,697641,ATN/RF-21536-RG,,USD,RFA-Regional Agricultural Fund,200000,81924.19,"Monday, June 02, 2025",Not Defined,Yes,IICA INTER-AMERICAN INSTITUTE FOR C OOPERATION ON AGRICULTURE,,,,[],[],[],[],[],[],[],[]
RG-T4652,Development and use of bioinputs for sustainable agriculture in Latin America,Increase the availability of bio-input-based technologies that improve the sustainability of agricultural production systems in LAC.,Sovereign Guaranteed,Technical Cooperation,3/28/25,4/7/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Costa Rica; Headquarters; Honduras; Panama; Regional; Venezuela,ACTIVE,,408650,ATN/RF-21537-RG,,USD,RFA-Regional Agricultural Fund,200000,114139.31,"Thursday, May 15, 2025",Not Defined,Yes,IICA INTER-AMERICAN INSTITUTE FOR C OOPERATION ON AGRICULTURE,,,,[],[],[],[],[],[],[],[]
RG-T4653,Resilient native potatoes: Safeguarding food in the face of climate change,Increase the agricultural yield of native potatoes through the revaluation of ancestral knowledge and the use of genomic technology to adapt to climate change.,Sovereign Guaranteed,Technical Cooperation,3/28/25,5/6/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Bolivia; Headquarters; Peru; Regional,ACTIVE,,1038800,ATN/RF-21538-RG,,USD,RFA-Regional Agricultural Fund,200000,105847.57,"Friday, June 06, 2025",Not Defined,Yes,IICA INTER-AMERICAN INSTITUTE FOR C OOPERATION ON AGRICULTURE,,,,[],['yield'],[],[],[],[],[],['yield']
RG-T4654,Development of a Regional Network for Genetic Improvement in Latin America and the Caribbean to Promote Resilient and Nutritious Agriculture,Promote the resilience and sustainability of interconnected productive horticultural systems in Latin America and the Caribbean through the establishment of a regional genetic improvement network.,Sovereign Guaranteed,Technical Cooperation,3/28/25,4/8/25,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Costa Rica; Headquarters; Honduras; Panama; Peru; Regional,ACTIVE,,763000,ATN/RF-21543-RG,,USD,RFA-Regional Agricultural Fund,200000,65523.3,"Thursday, May 15, 2025",Not Defined,Yes,IICA INTER-AMERICAN INSTITUTE FOR C OOPERATION ON AGRICULTURE,,,,['genetic'],['genetic'],[],[],[],[],[],['genetic']
