Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Keywords Found in Project Name,Keywords Found in Project Description,Keywords Found in Implementing Agency,Keywords Found (Any Column)
P178654,Eastern and Southern Africa,Africa Republic,,P178654 Eastern and Southern Africa Republic of South Sudan Building,"P178654 Eastern and Southern Africa Republic of South Sudan Building Skills for Human Capital Development in South SudanThe Project's Development Objective is to increase skills development opportunities in teaching and digital agriculture and strengthen capacity for management of the education system.Ministry of Higher Education, Science and Technology, Ministry of General Education and Instruction Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17865 4 September 25, 2022 May 15, 2023 February 28, 2024 June 30, 2028 BANK APPROVED G 0 45000000 11430000 South Sudan Substantial June 12, 2024",Ministry of Higher Education,,,,,,,,,,,[],[],[],[]
P179242,South Asia,Asia Republic,,P179242 South Asia Republic of MaldivesTransforming Fisheries Sector Management in,"P179242 South Asia Republic of MaldivesTransforming Fisheries Sector Management in South-West Indian Ocean Region and Maldives Project (TransFORM, SWIOFish5)To strengthen regional, evidence-based fisheries management in the South-West Indian Ocean Region and to improve competitiveness in the fisheries sector in the MaldivesMaldives Ministry of Fisheries and Ocean Resources,Indian Ocean Commission (IOC) Secretariat Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17924 2 August 1, 2022 May 16, 2023 August 9, 2023 December 31, 2030 BANK APPROVED I 0 64800000 0Republic of Maldives, Indian Ocean Commission (IOC) Moderate March 28, 2024",Ministry of Fisheries and Ocean Resources,,,,,,,,,,,[],[],[],[]
P178188,Latin America and Caribbean,Caribbean Republic,,P178188 Latin America and Caribbean Republic of HaitiDecentralized Sustainable and,"P178188 Latin America and Caribbean Republic of HaitiDecentralized Sustainable and Resilient Rural Water and Sanitation ProjectThe Project Development Objective (PDO) is to increase access to inclusive, resilient, and sustainable rural basic water and sanitation services. DINEPA TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17818 8 June 20, 2022 May 17, 2023 July 10, 2023 June 29, 2029 BANK APPROVED I 0 80000000 0Republic of Haiti Substantial March 8, 2024",,,,,,,,,,,,[],[],[],[]
P179217,Europe and Central Asia,Asia Republic,,P179217 Europe and Central Asia Republic of TurkiyeLand management infrastructure,"P179217 Europe and Central Asia Republic of TurkiyeLand management infrastructure for green and sustainable development To improve the accuracy and accessibility of land administration information in Türkiye. General Directorate for Land Registry and Cadastre (TKGM) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17921 7 November 17, 2022 May 23, 2023 February 1, 2024 December 31, 2028 BANK APPROVED I 85440000 0 0Republic of Türkiye, Ministry of Treasury and Finance Moderate February 22, 2024",Ministry of Treasury and Finance Moderate February 22,,,,,,,,,,,[],[],[],[]
P174915,Europe and Central Asia,Asia Republic,,P174915 Europe and Central Asia Republic of Turkiye Türkiye Water,"P174915 Europe and Central Asia Republic of Turkiye Türkiye Water Circularity and Efficiency Improvement ProjectThe Project Development Objectives (PDOs) are: (a) to improve wastewater services and reuse; (b) to increase irrigation services and efficiency; and (c) to strengthen institutional capacity and coordination for managing water circularity and point source pollution reduction in selected water-stressed areas in Türkiye. ILLER BANKASI ANONIM SIRKETI (ILBANK),Devlet Su Isleri Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17491 5 October 14, 2021 May 23, 2023 January 18, 2024 December 31, 2030 BANK APPROVED I 434596512 0 0Republic of Turkiye (represented by the Ministry of Treasury and Finance),ILLER BANKASI ANONIM SIRKETI (ILBANK),Iller Bankasi Anonim Sirketi (ILBANK) Substantial January 11, 2024",Ministry of Treasury and Finance),,,,,,,,,,,[],['efficiency'],[],['efficiency']
P180171,Eastern and Southern Africa,Republic of Madagascar,,P180171 Eastern and Southern Africa Eastern and Southern AfricaRegional Climate,"P180171 Eastern and Southern Africa Eastern and Southern AfricaRegional Climate Resilience Program for Eastern and Southern Africa 1 Project (RCRP1)To improve the management of water-related climate impacts in Eastern and Southern Africa, and, in case of an Eligible Crisis or Emergency, to respond promptly and effectively to it.Southern African Development Community,Eastern Nile Technical Regional Office (ENTRO),Cellule de Prévention et Gestion des Urgences (CPGU),Agence Routiere,Ministry of Water Resources and Irrigation,Ministry of Land-Use and Urban Planning,Ministry of Public Works, Housing, and Water Resources Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P18017 1 November 30, 2022 May 24, 2023 July 31, 2023 December 29, 2028 BANK APPROVED I 0 491900000 0Southern African Development Community, Republic of Madagascar, Eastern Nile Technical Regional Office, Republic of South Sudan, Union of Comoros, Republic of Mozambique High February 19, 2024",Ministry of Water Resources and Irrigation,,,,,,,,,,,[],['resilience'],[],['resilience']
P180323,,Islamic Republic,,"P180323Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of","P180323Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of Pakistan Integrated Flood Resilience and Adaptation ProjectThe project development objective (PDO) is to improve livelihoods and essential services and enhance flood risk protection in selected communities affected by the 2022 floods.Irrigation Department, Province of Balochistan,Planning and Development Department, Province of Balochistan, Ministry of Planning, Development and Special Initiatives Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P18032 3 April 21, 2023 May 25, 2023 July 20, 2023 December 31, 2028 BANK APPROVED I 0 213000000 0Islamic Republic of Pakistan Substantial January 25, 2024",Ministry of Planning,,,,,,,,,,,[],['resilience'],[],['resilience']
P177041,Western and Central Africa,Africa Republic,,P177041 Western and Central Africa Republic of Mali RESILAND Mali,"P177041 Western and Central Africa Republic of Mali RESILAND Mali Landscape Restoration ProjectTo increase adoption of climate smart landscape restoration practices and access to income earning opportunitiesMinistère de l'Environnement et Developpement Durable (MEADD) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17704 1 November 19, 2021 May 25, 2023 January 10, 2024 October 29, 2030 BANK APPROVED I 0 150000000 0Republic of Mali Substantial February 26, 2024 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD,,,,,,,,,,,[],['livestock'],[],['livestock']
P180339,Eastern and Southern Africa,Africa Republic,,P180339 Eastern and Southern Africa Republic of KenyaFiscal Sustainability and,"P180339 Eastern and Southern Africa Republic of KenyaFiscal Sustainability and Inclusive Green Growth (FIGG) Development Policy OperationThe program development objective is: (i) creating fiscal space in a sustainable and equitable manner; (ii) improving competitiveness to boost agricultural exports; and (iii) improving governance and financial inclusion for private sector driven development. National Treasuryhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P18033 9 April 10, 2023 May 26, 2023 June 5, 2023 June 30, 2025 BANK APPROVED I 500000000 500000000 0The Republic of Kenya September 7, 2023",,,,,,,,,,,,[],[],[],[]
P173866,,Pacific Republic,,P173866 East Asia and Pacific Republic of the Philippines Mindanao,"P173866 East Asia and Pacific Republic of the Philippines Mindanao Inclusive Agriculture Development ProjectTo increase agricultural productivity, resiliency, and access to markets and services of organized farmer and fisherfolk groups in selected Ancestral Domains and value chains in Mindanao. Department of Agriculture Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17386 6 August 4, 2020 May 26, 2023 August 23, 2023 June 30, 2029 BANK APPROVED I 100000000 0 0REPUBLIC OF THE PHILIPPINES Substantial January 29, 2024",Department of Agriculture Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17386 6 August 4,,,,,,,,,,,[],[],[],[]
P174137,,Pacific Republic,,P174137 East Asia and Pacific Republic of the Philippines Philippine,"P174137 East Asia and Pacific Republic of the Philippines Philippine Fisheries and Coastal Resiliency ProjectTo improve management of targeted fisheries resources and enhance the value of fisheries production to coastal communities in selected Fisheries Management Areas (FMAs).Department of Agriculture - Bureau of Fisheries and Aquatic Resources Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17413 7 July 24, 2020 May 30, 2023 August 23, 2023 December 31, 2029 BANK APPROVED O 176020000 0 0The Republic of the Philippines Substantial March 11, 2024",Department of Agriculture - Bureau of Fisheries and Aquatic Resources Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17413 7 July 24,,,,,,,,,,,[],[],[],[]
P179818,Eastern and Southern Africa,Republic of Tanzania,,P179818 Eastern and Southern Africa Eastern and Southern Africa Tanzania,"P179818 Eastern and Southern Africa Eastern and Southern Africa Tanzania Food Systems Resilience ProgramTo support food systems resilience by strengthening agricultural service delivery, the adoption of climate resilient technologies and fiscal performance in the agricultural sector.Ministry of Agriculture,Ministry of Agriculture, Irrigation, Natural Resources and Livestock Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17981 8 November 7, 2022 May 31, 2023 September 5, 2023 July 31, 2028 BANK APPROVED I 0 300000000 0United Republic of Tanzania Moderate June 27, 2024",Ministry of Agriculture,,,,,,,,,,,[],"['livestock', 'resilience']",[],"['livestock', 'resilience']"
P178796,,Republic of China,,P178796 East Asia and Pacific People's Republic of ChinaMethane-Reducing and,"P178796 East Asia and Pacific People's Republic of ChinaMethane-Reducing and Water-Saving Paddy Rice Program for Results (Hunan)To reduce methane emissions and support climate resilient rice production in China’s Hunan Province.Hunan Provincial Department of Agriculture and Rural Affairshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17879 6 October 11, 2022 May 31, 2023 June 10, 2025 December 31, 2029 BANK APPROVED I 255000000 0 0The People's Republic of China June 20, 2024",Department of Agriculture and Rural Affairshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17879 6 October 11,,,,,,,,,,,[],[],[],[]
P177816,Eastern and Southern Africa,Federal Republic,,P177816 Eastern and Southern Africa Eastern and Southern AfricaFood Systems,"P177816 Eastern and Southern Africa Eastern and Southern AfricaFood Systems Resilience Program for Eastern and Southern Africa (Phase 3) FSRPThe objectives of the Project are to increase resilience of food systems and the Recipient’ s preparedness for food insecurity in Project areas, and, in case of an Eligible Crisis or Emergency, to respond promptly and effectively to it.Ministry of Agriculture and Irrigation (MoAI), Somalia, Ministry of Agriculture, Fisheries, Environment, Tourism and Handicrafts (MAPETA), Comoros,Ministry of Agriculture & Livestock Development (MoALD), Kenya, Ministry of Agriculture, Malawi,African Union Commission Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17781 6 March 3, 2023 May 31, 2023 June 29, 2023 August 31, 2029 BANK APPROVED G 0 697600000 79000000The Federal Republic of Somalia,The Republic of Kenya,The Republic of Malawi,The Union of Comoros, African Union Substantial June 28, 2024",Ministry of Agriculture and Irrigation (MoAI),,,,,,,,,,,[],"['livestock', 'resilience']",[],"['livestock', 'resilience']"
